Date Time, Water Level, I, L 
1998-04-30 00:00,247.427,0,0
1998-05-01 00:00,247.407,0,0
1998-05-02 00:00,247.391,0,0
1998-05-03 00:00,247.367,0,0
1998-05-04 00:00,247.363,0,0
1998-05-05 00:00,247.360,0,0
1998-05-06 00:00,247.329,0,0
1998-05-07 00:00,247.326,0,0
1998-05-08 00:00,247.300,0,0
1998-05-09 00:00,247.282,0,0
1998-05-10 00:00,247.278,0,0
1998-05-11 00:00,247.306,0,0
1998-05-12 00:00,247.306,0,0
1998-05-13 00:00,247.308,0,0
1998-05-14 00:00,247.283,0,0
1998-05-15 00:00,247.275,0,0
1998-05-16 00:00,247.244,0,0
1998-05-17 00:00,247.235,0,0
1998-05-18 00:00,247.211,0,0
1998-05-19 00:00,247.215,0,0
1998-05-20 00:00,247.194,0,0
1998-05-21 00:00,247.215,0,0
1998-05-22 00:00,247.201,0,0
1998-05-23 00:00,247.142,0,0
1998-05-24 00:00,247.088,0,0
1998-05-25 00:00,247.072,0,0
1998-05-26 00:00,247.040,0,0
1998-05-27 00:00,247.001,0,0
1998-05-28 00:00,246.976,0,0
1998-05-29 00:00,246.957,0,0
1998-05-30 00:00,246.951,0,0
1998-05-31 00:00,246.944,0,0
1998-06-01 00:00,246.934,0,0
1998-06-02 00:00,246.869,0,0
1998-06-03 00:00,246.914,0,0
1998-06-04 00:00,246.858,0,0
1998-06-05 00:00,246.827,0,0
1998-06-06 00:00,246.774,0,0
1998-06-07 00:00,246.750,0,0
1998-06-08 00:00,246.714,0,0
1998-06-09 00:00,246.680,0,0
1998-06-10 00:00,246.639,0,0
1998-06-11 00:00,246.606,0,0
1998-06-12 00:00,246.565,0,0
1998-06-13 00:00,246.624,0,1
1998-06-15 00:00,246.623,0,1
1998-06-16 00:00,246.615,0,0
1998-06-17 00:00,246.623,0,0
1998-06-18 00:00,246.647,0,0
1998-06-19 00:00,246.635,0,0
1998-06-20 00:00,246.606,0,0
1998-06-21 00:00,246.573,0,0
1998-06-22 00:00,246.530,0,0
1998-06-23 00:00,246.536,0,0
1998-06-24 00:00,246.525,0,0
1998-06-25 00:00,246.554,0,0
1998-06-26 00:00,246.616,0,0
1998-06-27 00:00,246.664,0,0
1998-06-28 00:00,246.618,0,0
1998-06-29 00:00,246.598,0,0
1998-06-30 00:00,246.690,0,0
1998-07-01 00:00,246.747,0,0
1998-07-02 00:00,246.705,0,0
1998-07-03 00:00,246.662,0,0
1998-07-04 00:00,246.689,0,0
1998-07-05 00:00,246.663,0,0
1998-07-06 00:00,246.623,0,0
1998-07-07 00:00,246.609,0,0
1998-07-08 00:00,246.637,0,0
1998-07-09 00:00,246.648,0,0
1998-07-10 00:00,246.691,0,0
1998-07-11 00:00,246.701,0,0
1998-07-12 00:00,246.686,0,0
1998-07-13 00:00,246.628,0,0
1998-07-14 00:00,246.618,0,0
1998-07-15 00:00,246.600,0,0
1998-07-16 00:00,246.583,0,0
1998-07-17 00:00,246.586,0,0
1998-07-18 00:00,246.571,0,0
1998-07-19 00:00,246.499,0,0
1998-07-20 00:00,246.464,0,0
1998-07-21 00:00,246.471,0,0
1998-07-22 00:00,246.487,0,0
1998-07-23 00:00,246.501,0,0
1998-07-24 00:00,246.487,0,0
1998-07-25 00:00,246.417,0,0
1998-07-26 00:00,246.314,0,0
1998-07-27 00:00,246.251,0,0
1998-07-28 00:00,246.293,0,0
1998-07-29 00:00,246.336,0,0
1998-07-30 00:00,246.285,0,0
1998-07-31 00:00,246.216,0,0
1998-08-01 00:00,246.131,0,0
1998-08-02 00:00,246.078,0,0
1998-08-03 00:00,246.052,0,0
1998-08-04 00:00,246.022,0,0
1998-08-05 00:00,246.006,0,0
1998-08-06 00:00,245.963,0,0
1998-08-07 00:00,245.909,0,0
1998-08-08 00:00,245.887,0,0
1998-08-09 00:00,245.856,0,0
1998-08-10 00:00,245.931,0,0
1998-08-11 00:00,246.016,0,0
1998-08-12 00:00,245.949,0,0
1998-08-13 00:00,245.874,0,0
1998-08-14 00:00,245.834,0,0
1998-08-15 00:00,245.800,0,0
1998-08-16 00:00,245.785,0,0
1998-08-17 00:00,245.722,0,0
1998-08-18 00:00,245.730,0,0
1998-08-19 00:00,245.648,0,0
1998-08-20 00:00,245.589,0,0
1998-08-21 00:00,245.613,0,0
1998-08-22 00:00,245.642,0,0
1998-08-23 00:00,245.569,0,0
1998-08-24 00:00,245.601,0,0
1998-08-25 00:00,245.767,0,0
1998-08-26 00:00,245.756,0,0
1998-08-27 00:00,245.696,0,0
1998-08-28 00:00,245.641,0,0
1998-08-29 00:00,245.616,0,0
1998-08-30 00:00,245.622,0,0
1998-08-31 00:00,245.626,0,0
1998-09-01 00:00,245.582,0,0
1998-09-02 00:00,245.512,0,0
1998-09-03 00:00,245.522,0,0
1998-09-04 00:00,245.517,0,0
1998-09-05 00:00,245.447,0,0
1998-09-06 00:00,245.421,0,0
1998-09-07 00:00,245.511,0,0
1998-09-08 00:00,245.518,0,0
1998-09-09 00:00,245.468,0,0
1998-09-10 00:00,245.349,0,0
1998-09-11 00:00,245.286,0,0
1998-09-12 00:00,245.292,0,0
1998-09-13 00:00,245.227,0,0
1998-09-14 00:00,245.134,0,0
1998-09-15 00:00,245.132,0,0
1998-09-16 00:00,245.164,0,0
1998-09-17 00:00,245.093,0,0
1998-09-18 00:00,245.064,0,0
1998-09-19 00:00,245.017,0,0
1998-09-20 00:00,245.055,0,0
1998-09-21 00:00,245.061,0,0
1998-09-22 00:00,245.110,0,0
1998-09-23 00:00,244.988,0,0
1998-09-24 00:00,244.905,0,0
1998-09-25 00:00,244.877,0,0
1998-09-26 00:00,244.856,0,0
1998-09-27 00:00,244.916,0,0
1998-09-28 00:00,244.952,0,0
1998-09-29 00:00,244.858,0,0
1998-09-30 00:00,244.786,0,0
1998-10-01 00:00,244.877,0,0
1998-10-02 00:00,244.853,0,0
1998-10-03 00:00,244.767,0,0
1998-10-04 00:00,244.671,0,0
1998-10-05 00:00,244.597,0,0
1998-10-06 00:00,244.519,0,0
1998-10-07 00:00,244.454,0,0
1998-10-08 00:00,244.568,0,0
1998-10-09 00:00,244.550,0,0
1998-10-10 00:00,244.536,0,0
1998-10-11 00:00,244.529,0,0
1998-10-12 00:00,244.502,0,0
1998-10-13 00:00,244.452,0,0
1998-10-14 00:00,244.481,0,0
1998-10-15 00:00,244.516,0,0
1998-10-16 00:00,244.475,0,0
1998-10-17 00:00,244.393,0,0
1998-10-18 00:00,244.366,0,0
1998-10-19 00:00,244.421,0,0
1998-10-20 00:00,244.422,0,0
1998-10-21 00:00,244.425,0,0
1998-10-22 00:00,244.353,0,0
1998-10-23 00:00,244.267,0,0
1998-10-24 00:00,244.256,0,0
1998-10-25 00:00,244.263,0,0
1998-10-26 00:00,244.201,0,0
1998-10-27 00:00,244.142,0,0
1998-10-28 00:00,244.138,0,0
1998-10-29 00:00,244.190,0,0
1998-10-30 00:00,244.167,0,0
1998-10-31 00:00,244.126,0,0
1998-11-01 00:00,244.100,0,0
1998-11-02 00:00,244.082,0,0
1998-11-03 00:00,244.051,0,0
1998-11-04 00:00,244.023,0,0
1998-11-05 00:00,243.986,0,0
1998-11-06 00:00,243.954,0,0
1998-11-07 00:00,243.968,0,0
1998-11-08 00:00,243.945,0,0
1998-11-09 00:00,243.894,0,0
1998-11-10 00:00,243.771,0,0
1998-11-11 00:00,243.856,0,0
1998-11-12 00:00,243.893,0,0
1998-11-13 00:00,243.931,0,0
1998-11-14 00:00,243.880,0,0
1998-11-15 00:00,243.874,0,0
1998-11-16 00:00,243.867,0,0
1998-11-17 00:00,243.888,0,0
1998-11-18 00:00,243.834,0,0
1998-11-19 00:00,243.796,0,0
1998-11-20 00:00,243.818,0,0
1998-11-21 00:00,243.853,0,0
1998-11-22 00:00,243.781,0,0
1998-11-23 00:00,243.769,0,0
1998-11-24 00:00,243.805,0,0
1998-11-25 00:00,243.764,0,0
1998-11-26 00:00,243.780,0,0
1998-11-27 00:00,243.807,0,0
1998-11-28 00:00,243.785,0,0
1998-11-29 00:00,243.759,0,0
1998-11-30 00:00,243.716,0,0
1998-12-01 00:00,243.761,0,0
1998-12-02 00:00,243.751,0,0
1998-12-03 00:00,243.767,0,0
1998-12-04 00:00,243.766,0,0
1998-12-05 00:00,243.759,0,0
1998-12-06 00:00,243.732,0,0
1998-12-07 00:00,243.768,0,0
1998-12-08 00:00,243.771,0,0
1998-12-09 00:00,243.757,0,0
1998-12-10 00:00,243.742,0,0
1998-12-11 00:00,243.768,0,0
1998-12-12 00:00,243.699,0,0
1998-12-13 00:00,243.744,0,0
1998-12-14 00:00,243.731,0,0
1998-12-15 00:00,243.659,0,0
1998-12-16 00:00,243.713,0,0
1998-12-17 00:00,243.735,0,0
1998-12-18 00:00,243.690,0,0
1998-12-19 00:00,243.629,0,0
1998-12-20 00:00,243.695,0,0
1998-12-21 00:00,243.659,0,0
1998-12-22 00:00,243.730,0,0
1998-12-23 00:00,243.697,0,0
1998-12-24 00:00,243.655,0,0
1998-12-25 00:00,243.631,0,0
1998-12-26 00:00,243.619,0,0
1998-12-27 00:00,243.612,0,0
1998-12-28 00:00,243.615,0,0
1998-12-29 00:00,243.605,0,0
1998-12-30 00:00,243.678,0,0
1998-12-31 00:00,243.619,0,0
1999-01-01 00:00,243.657,0,0
1999-01-02 00:00,243.589,0,0
1999-01-03 00:00,243.675,0,0
1999-01-04 00:00,243.616,0,0
1999-01-05 00:00,243.683,0,0
1999-01-06 00:00,243.635,0,0
1999-01-07 00:00,243.712,0,0
1999-01-08 00:00,243.695,0,0
1999-01-09 00:00,243.758,0,0
1999-01-10 00:00,243.710,0,0
1999-01-11 00:00,243.699,0,0
1999-01-12 00:00,243.756,0,0
1999-01-13 00:00,243.845,0,0
1999-01-14 00:00,243.732,0,0
1999-01-15 00:00,243.732,0,0
1999-01-16 00:00,243.704,0,0
1999-01-17 00:00,243.729,0,0
1999-01-18 00:00,243.736,0,0
1999-01-19 00:00,243.741,0,0
1999-01-20 00:00,243.789,0,0
1999-01-21 00:00,243.811,0,0
1999-01-22 00:00,243.790,0,0
1999-01-23 00:00,243.783,0,0
1999-01-24 00:00,243.879,0,0
1999-01-25 00:00,243.955,0,0
1999-01-26 00:00,243.958,0,0
1999-01-27 00:00,243.981,0,0
1999-01-28 00:00,244.031,0,0
1999-01-29 00:00,244.065,0,0
1999-01-30 00:00,244.082,0,0
1999-01-31 00:00,244.053,0,0
1999-02-01 00:00,244.074,0,0
1999-02-02 00:00,244.088,0,0
1999-02-03 00:00,244.104,0,0
1999-02-04 00:00,244.140,0,0
1999-02-05 00:00,244.185,0,0
1999-02-06 00:00,244.152,0,0
1999-02-07 00:00,244.199,0,0
1999-02-08 00:00,244.168,0,0
1999-02-09 00:00,244.124,0,0
1999-02-10 00:00,244.191,0,0
1999-02-11 00:00,244.169,0,0
1999-02-12 00:00,244.135,0,0
1999-02-13 00:00,244.235,0,0
1999-02-14 00:00,244.241,0,0
1999-02-15 00:00,244.209,0,0
1999-02-16 00:00,244.211,0,0
1999-02-17 00:00,244.195,0,0
1999-02-18 00:00,244.254,0,0
1999-02-19 00:00,244.267,0,0
1999-02-20 00:00,244.276,0,0
1999-02-21 00:00,244.275,0,0
1999-02-22 00:00,244.233,0,0
1999-02-23 00:00,244.168,0,0
1999-02-24 00:00,244.163,0,0
1999-02-25 00:00,244.144,0,0
1999-02-26 00:00,244.149,0,0
1999-02-27 00:00,244.129,0,0
1999-02-28 00:00,244.133,0,0
1999-03-01 00:00,244.193,0,0
1999-03-02 00:00,244.220,0,0
1999-03-03 00:00,244.240,0,0
1999-03-04 00:00,244.481,0,0
1999-03-05 00:00,244.443,0,0
1999-03-06 00:00,244.628,0,0
1999-03-07 00:00,244.474,0,0
1999-03-08 00:00,244.406,0,0
1999-03-09 00:00,244.386,0,0
1999-03-10 00:00,244.385,0,0
1999-03-11 00:00,244.426,0,0
1999-03-12 00:00,244.432,0,0
1999-03-13 00:00,244.382,0,0
1999-03-14 00:00,244.375,0,0
1999-03-15 00:00,244.361,0,0
1999-03-16 00:00,244.334,0,0
1999-03-17 00:00,244.336,0,0
1999-03-18 00:00,244.351,0,0
1999-03-19 00:00,244.414,0,0
1999-03-20 00:00,244.395,0,0
1999-03-21 00:00,244.380,0,0
1999-03-22 00:00,244.410,0,0
1999-03-23 00:00,244.446,0,0
1999-03-24 00:00,244.478,0,0
1999-03-25 00:00,244.511,0,0
1999-03-26 00:00,244.507,0,0
1999-03-27 00:00,244.517,0,0
1999-03-28 00:00,244.531,0,0
1999-03-29 00:00,244.523,0,0
1999-03-30 00:00,244.557,0,0
1999-03-31 00:00,244.572,0,0
1999-04-01 00:00,244.585,0,0
1999-04-02 00:00,244.611,0,0
1999-04-03 00:00,244.618,0,0
1999-04-04 00:00,244.659,0,0
1999-04-05 00:00,244.623,0,0
1999-04-06 00:00,244.635,0,0
1999-04-07 00:00,244.690,0,0
1999-04-08 00:00,244.732,0,0
1999-04-09 00:00,244.772,0,0
1999-04-10 00:00,244.780,0,0
1999-04-11 00:00,244.764,0,0
1999-04-12 00:00,244.825,0,0
1999-04-13 00:00,244.852,0,0
1999-04-14 00:00,244.862,0,0
1999-04-15 00:00,244.867,0,0
1999-04-16 00:00,244.887,0,0
1999-04-17 00:00,244.899,0,0
1999-04-18 00:00,244.912,0,0
1999-04-19 00:00,244.931,0,0
1999-04-20 00:00,244.944,0,0
1999-04-21 00:00,244.934,0,0
1999-04-22 00:00,244.966,0,0
1999-04-23 00:00,244.988,0,0
1999-04-24 00:00,244.986,0,0
1999-04-25 00:00,244.956,0,0
1999-04-26 00:00,244.980,0,0
1999-04-27 00:00,244.984,0,0
1999-04-28 00:00,244.977,0,0
1999-04-29 00:00,244.970,0,0
1999-04-30 00:00,244.975,0,0
1999-05-01 00:00,244.969,0,0
1999-05-02 00:00,244.967,0,0
1999-05-03 00:00,244.971,0,0
1999-05-04 00:00,244.972,0,0
1999-05-05 00:00,244.988,0,0
1999-05-06 00:00,244.985,0,0
1999-05-07 00:00,245.004,0,0
1999-05-08 00:00,245.004,0,0
1999-05-09 00:00,245.067,0,0
1999-05-10 00:00,245.077,0,0
1999-05-11 00:00,245.061,0,0
1999-05-12 00:00,245.068,0,0
1999-05-13 00:00,245.064,0,0
1999-05-14 00:00,245.043,0,0
1999-05-15 00:00,245.053,0,0
1999-05-16 00:00,245.028,0,0
1999-05-17 00:00,245.012,0,0
1999-05-18 00:00,245.016,0,0
1999-05-19 00:00,245.076,0,0
1999-05-20 00:00,245.077,0,0
1999-05-21 00:00,245.095,0,0
1999-05-22 00:00,245.109,0,0
1999-05-23 00:00,245.092,0,0
1999-05-24 00:00,245.119,0,0
1999-05-25 00:00,245.141,0,0
1999-05-26 00:00,245.241,0,0
1999-05-27 00:00,245.266,0,0
1999-05-28 00:00,245.271,0,0
1999-05-29 00:00,245.266,0,0
1999-05-30 00:00,245.245,0,0
1999-05-31 00:00,245.234,0,0
1999-06-01 00:00,245.247,0,0
1999-06-02 00:00,245.292,0,0
1999-06-03 00:00,245.360,0,0
1999-06-04 00:00,245.354,0,0
1999-06-05 00:00,245.344,0,0
1999-06-06 00:00,245.320,0,0
1999-06-07 00:00,245.341,0,0
1999-06-08 00:00,245.368,0,0
1999-06-09 00:00,245.388,0,0
1999-06-10 00:00,245.364,0,0
1999-06-11 00:00,245.319,0,0
1999-06-12 00:00,245.299,0,0
1999-06-13 00:00,245.299,0,0
1999-06-14 00:00,245.290,0,0
1999-06-15 00:00,245.361,0,0
1999-06-16 00:00,245.360,0,0
1999-06-17 00:00,245.348,0,0
1999-06-18 00:00,245.339,0,0
1999-06-19 00:00,245.330,0,0
1999-06-20 00:00,245.311,0,0
1999-06-21 00:00,245.282,0,0
1999-06-22 00:00,245.264,0,0
1999-06-23 00:00,245.236,0,0
1999-06-24 00:00,245.226,0,0
1999-06-25 00:00,245.256,0,0
1999-06-26 00:00,245.271,0,0
1999-06-27 00:00,245.291,0,0
1999-06-28 00:00,245.319,0,0
1999-06-29 00:00,245.398,0,0
1999-06-30 00:00,245.429,0,1
1999-07-01 00:00,245.345,0,0
1999-07-02 00:00,245.362,0,0
1999-07-03 00:00,245.392,0,0
1999-07-04 00:00,245.489,0,0
1999-07-05 00:00,245.538,0,0
1999-07-06 00:00,245.537,0,0
1999-07-07 00:00,245.581,0,0
1999-07-08 00:00,245.573,0,0
1999-07-09 00:00,245.504,0,0
1999-07-10 00:00,245.571,0,0
1999-07-11 00:00,245.543,0,0
1999-07-12 00:00,245.488,0,0
1999-07-13 00:00,245.423,0,0
1999-07-14 00:00,245.393,0,0
1999-07-15 00:00,245.390,0,0
1999-07-16 00:00,245.425,0,0
1999-07-17 00:00,245.440,0,0
1999-07-18 00:00,245.458,0,0
1999-07-19 00:00,245.462,0,0
1999-07-20 00:00,245.429,0,0
1999-07-21 00:00,245.390,0,0
1999-07-22 00:00,245.350,0,0
1999-07-23 00:00,245.346,0,0
1999-07-24 00:00,245.360,0,0
1999-07-25 00:00,245.452,0,0
1999-07-26 00:00,245.456,0,0
1999-07-27 00:00,245.441,0,0
1999-07-28 00:00,245.404,0,0
1999-07-29 00:00,245.391,0,0
1999-07-30 00:00,245.390,0,0
1999-07-31 00:00,245.400,0,0
1999-08-01 00:00,245.433,0,0
1999-08-02 00:00,245.427,0,0
1999-08-03 00:00,245.355,0,0
1999-08-04 00:00,245.362,0,0
1999-08-05 00:00,245.393,0,0
1999-08-06 00:00,245.393,0,0
1999-08-07 00:00,245.367,0,0
1999-08-08 00:00,245.350,0,0
1999-08-09 00:00,245.345,0,0
1999-08-10 00:00,245.248,0,0
1999-08-11 00:00,245.216,0,0
1999-08-12 00:00,245.168,0,0
1999-08-13 00:00,245.170,0,0
1999-08-14 00:00,245.236,0,0
1999-08-15 00:00,245.213,0,0
1999-08-16 00:00,245.119,0,0
1999-08-17 00:00,245.118,0,0
1999-08-18 00:00,245.187,0,0
1999-08-19 00:00,245.136,0,0
1999-08-20 00:00,245.073,0,0
1999-08-21 00:00,245.011,0,0
1999-08-22 00:00,245.002,0,0
1999-08-23 00:00,244.994,0,0
1999-08-24 00:00,244.996,0,0
1999-08-25 00:00,245.017,0,0
1999-08-26 00:00,244.989,0,0
1999-08-27 00:00,244.970,0,0
1999-08-28 00:00,244.995,0,0
1999-08-29 00:00,245.075,0,0
1999-08-30 00:00,244.955,0,0
1999-08-31 00:00,244.854,0,0
1999-09-01 00:00,244.808,0,0
1999-09-02 00:00,244.800,0,0
1999-09-03 00:00,244.833,0,0
1999-09-04 00:00,244.804,0,0
1999-09-05 00:00,244.775,0,0
1999-09-06 00:00,244.740,0,0
1999-09-07 00:00,244.809,0,0
1999-09-08 00:00,244.801,0,0
1999-09-09 00:00,244.828,0,0
1999-09-10 00:00,244.895,0,0
1999-09-11 00:00,244.870,0,0
1999-09-12 00:00,244.840,0,0
1999-09-13 00:00,244.742,0,0
1999-09-14 00:00,244.741,0,0
1999-09-15 00:00,244.737,0,0
1999-09-16 00:00,244.787,0,0
1999-09-17 00:00,244.744,0,0
1999-09-18 00:00,244.666,0,0
1999-09-19 00:00,244.595,0,0
1999-09-20 00:00,244.572,0,0
1999-09-21 00:00,244.650,0,0
1999-09-22 00:00,244.592,0,0
1999-09-23 00:00,244.540,0,0
1999-09-24 00:00,244.579,0,0
1999-09-25 00:00,244.561,0,0
1999-09-26 00:00,244.480,0,0
1999-09-27 00:00,244.418,0,0
1999-09-28 00:00,244.403,0,0
1999-09-29 00:00,244.394,0,0
1999-09-30 00:00,244.559,0,0
1999-10-01 00:00,244.570,0,0
1999-10-02 00:00,244.593,0,0
1999-10-03 00:00,244.514,0,0
1999-10-04 00:00,244.470,0,0
1999-10-05 00:00,244.373,0,0
1999-10-06 00:00,244.395,0,0
1999-10-07 00:00,244.341,0,0
1999-10-08 00:00,244.204,0,0
1999-10-09 00:00,244.267,0,0
1999-10-10 00:00,244.292,0,0
1999-10-11 00:00,244.328,0,0
1999-10-12 00:00,244.297,0,0
1999-10-13 00:00,244.257,0,0
1999-10-14 00:00,244.457,0,0
1999-10-15 00:00,244.335,0,0
1999-10-16 00:00,244.280,0,0
1999-10-17 00:00,244.343,0,0
1999-10-18 00:00,244.382,0,0
1999-10-19 00:00,244.308,0,0
1999-10-20 00:00,244.270,0,0
1999-10-21 00:00,244.278,0,0
1999-10-22 00:00,244.231,0,0
1999-10-23 00:00,244.306,0,0
1999-10-24 00:00,244.342,0,0
1999-10-25 00:00,244.259,0,0
1999-10-26 00:00,244.220,0,0
1999-10-27 00:00,244.247,0,0
1999-10-28 00:00,244.176,0,0
1999-10-29 00:00,244.183,0,0
1999-10-30 00:00,244.163,0,0
1999-10-31 00:00,244.124,0,0
1999-11-01 00:00,244.119,0,0
1999-11-02 00:00,244.161,0,0
1999-11-03 00:00,244.171,0,0
1999-11-04 00:00,244.256,0,0
1999-11-05 00:00,244.266,0,0
1999-11-06 00:00,244.280,0,0
1999-11-07 00:00,244.304,0,0
1999-11-08 00:00,244.214,0,0
1999-11-09 00:00,244.169,0,0
1999-11-10 00:00,244.268,0,0
1999-11-11 00:00,244.251,0,0
1999-11-12 00:00,244.210,0,0
1999-11-13 00:00,244.205,0,0
1999-11-14 00:00,244.221,0,0
1999-11-15 00:00,244.264,0,0
1999-11-16 00:00,244.259,0,0
1999-11-17 00:00,244.180,0,0
1999-11-18 00:00,244.113,0,0
1999-11-19 00:00,244.105,0,0
1999-11-20 00:00,244.108,0,0
1999-11-21 00:00,244.132,0,0
1999-11-22 00:00,244.126,0,0
1999-11-23 00:00,244.122,0,0
1999-11-24 00:00,244.085,0,0
1999-11-25 00:00,244.136,0,0
1999-11-26 00:00,244.184,0,0
1999-11-27 00:00,244.203,0,0
1999-11-28 00:00,244.261,0,0
1999-11-29 00:00,244.317,0,0
1999-11-30 00:00,244.306,0,0
1999-12-01 00:00,244.249,0,0
1999-12-02 00:00,244.200,0,0
1999-12-03 00:00,244.201,0,0
1999-12-04 00:00,244.245,0,0
1999-12-05 00:00,244.239,0,0
1999-12-06 00:00,244.304,0,0
1999-12-07 00:00,244.304,0,0
1999-12-08 00:00,244.271,0,0
1999-12-09 00:00,244.283,0,0
1999-12-10 00:00,244.287,0,0
1999-12-11 00:00,244.380,0,0
1999-12-12 00:00,244.322,0,0
1999-12-13 00:00,244.321,0,0
1999-12-14 00:00,244.268,0,0
1999-12-15 00:00,244.263,0,0
1999-12-16 00:00,244.301,0,0
1999-12-17 00:00,244.347,0,0
1999-12-18 00:00,244.382,0,0
1999-12-19 00:00,244.353,0,0
1999-12-20 00:00,244.329,0,0
1999-12-21 00:00,244.356,0,0
1999-12-22 00:00,244.360,0,0
1999-12-23 00:00,244.353,0,0
1999-12-24 00:00,244.396,0,0
1999-12-25 00:00,244.361,0,0
1999-12-26 00:00,244.320,0,0
1999-12-27 00:00,244.412,0,0
1999-12-28 00:00,244.299,0,0
1999-12-29 00:00,244.346,0,0
1999-12-30 00:00,244.334,0,0
1999-12-31 00:00,244.345,0,0
2000-01-01 00:00,244.330,0,0
2000-01-02 00:00,244.329,0,0
2000-01-03 00:00,244.325,0,0
2000-01-04 00:00,244.431,0,0
2000-01-05 00:00,244.454,0,0
2000-01-06 00:00,244.353,0,0
